Word - Frequency
leapcb_slugmagicleaporganizationcb_linkhttpscrunchbasecomorganizationmagicleapslugweworkcb_nameweworkcb_slugwework857corganizationcb_linkhttpscrunchbasecomorganizationwework857cslugoyocb_nameoyocb_slugoyoroomsorganizationcb_linkhttpscrunchbasecomorganizationoyoroomsslugsisensecb_namesisensecb_slugsisenseorganizationcb_linkhttpscrunchbasecomorganizationsisenseslugubercb_nameubercb_sluguberorganizationcb_linkhttpscrunchbasecomorganizationuberslugsoftbankcb_namesoftbankcb_slugsoftbankorganizationcb_linkhttpscrunchbasecomorganizationsoftbanksluggocardlesscb_namegocardlesscb_sluggocardlessorganizationcb_linkhttpscrunchbasecomorganizationgocardlesssluglimecb_namelimecb_sluglimebikeorganizationcb_linkhttpscrunchbasecomorganizationlimebikesluglyftcb_namelyftcb_sluglyftorganizationcb_linkhttpscrunchbasecomorganizationlyftslugziprecruitercb_nameziprecruitercb_slugziprecruiterorganizationcb_linkhttpscrunchbasecomorganizationziprecruiterslugdeliveroocb_namedeliveroocb_slugdeliverooorganizationcb_linkhttpscrunchbasecomorganizationdeliverooassociatedeventnulleventnullauthors1461024hidefeaturedimagefalse_linksselfhrefhttpstechcrunchcomwpjsonwpv2posts1984571collectionhrefhttpstechcrunchcomwpjsonwpv2postsabouthrefhttpstechcrunchcomwpjsonwpv2typespostrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1984571versionhistorycount0hrefhttpstechcrunchcomwpjsonwpv2posts1984571revisionsauthorsembeddabletruehrefhttpstechcrunchcomwpjsonwpv2guestauthorsalexwilhelmhttpstechcrunchcomedithrefhttpstechcrunchcomwpadminpostphppost1984571actioneditauthorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users428363wpfeaturedmediaembeddabletruehrefhttpstechcrunchcomwpjsonwpv2media1770087wpattachmenthrefhttpstechcrunchcomwpjsonwpv2mediaparent1984571wptermtaxonomycategoryembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categoriespost1984571taxonomypost_tagembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tagspost1984571taxonomy_tc_cb_tag_taxonomyembeddabletruehrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagpost1984571taxonomytc_stories_taxembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_stories_taxpost1984571taxonomytc_eventembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_eventpost1984571curiesnamewphrefhttpsapiworgreltemplatedtrue_embeddedauthorsid1461024namealex - 1
wilhelmlinkhttpstechcrunchcomauthoralexwilhelmdescriptionalex - 3
wilhelm - 8
editorinchief - 3
hrefhttpwwwcrunchbasenewscrunchbas - 3
newsa - 3
hrefhttpsitunesapplecomuspodcastequityid1215439780mt2equitya - 3
capitalfocus - 3
podcastslugalexwilhelmlinksfacebookhttpwwwfacebookcomalexwilhelmtwitterhttptwittercomalexlinkedinhttpwwwlinkedincominalexwilhelmcrunchbasehttpswwwcrunchbasecompersonalexwilhelmpositioncontributorcbdescriptionpalex - 3
next - 9
mattermarkpcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadicctnaiqcee3bzwdc4frtwitteralexauthorid428363namealex - 2
wilhelmurldescriptionlinkhttpstechcrunchcomauthoralexwilhelmslugalexwilhelmavatar_urls24httpssecuregravatarcomavatarcc9b583e483d57b5eb30b6b09baefa63s24didenticonrg48httpssecuregravatarcomavatarcc9b583e483d57b5eb30b6b09baefa63s48didenticonrg96httpssecuregravatarcomavatarcc9b583e483d57b5eb30b6b09baefa63s96didenticonrglinksfacebookhttpwwwfacebookcomalexwilhelmtwitterhttptwittercomalexlinkedinhttpwwwlinkedincominalexwilhelmcrunchbasehttpswwwcrunchbasecompersonalexwilhelmpositionsenior - 2
editorcbdescriptionpalex - 2
mattermarkpcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadicctnaiqcee3bzwdc4frtwitteralex_linksselfhrefhttpstechcrunchcomwpjsontcv1users428363collectionhrefhttpstechcrunchcomwpjsontcv1userswpfeaturedmediaid1770087date20190116t055954slugwhitepiggybanksinkinginwatertypeattachmentlinkhttpstechcrunchcom20190116upsolvebankruptcywhitepiggybanksinkinginwatertitlerenderedwhit - 1
piggi - 4
sink - 2
waterauthor15408904licensesource_keygetti - 1
imagespersonfentinoperson_urlhttpswwwgettyimagescomsearchphotographerfamilycreativephotographerfentinoauthors15408904captionrenderedpclass - 1
white - 2
float - 2
waterpnalt_textmedia_typeimagemime_typeimagejpegmedia_detailswidth4752height3168file201901gettyimages170619460jpgsizesthumbnailfilegettyimages170619460jpgresize150100width150height100mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw150mediumfilegettyimages170619460jpgresize300200width300height200mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw300medium_largefilegettyimages170619460jpgresize768512width768height512mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw1024largefilegettyimages170619460jpgresize680453width680height453mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw6801536x1536filegettyimages170619460jpgresize15361024width1536height1024mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw15362048x2048filegettyimages170619460jpgresize20481365width2048height1365mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw2048guestauthor32filegettyimages170619460jpgresize3232width32height32mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw32h32crop1guestauthor50filegettyimages170619460jpgresize5050width50height50mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw50h50crop1guestauthor64filegettyimages170619460jpgresize6464width64height64mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw64h64crop1guestauthor96filegettyimages170619460jpgresize9696width96height96mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw96h96crop1guestauthor128filegettyimages170619460jpgresize128128width128height128mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw128h128crop1conciergethumbfilegettyimages170619460jpgresize5033width50height33mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgw50fullfilegettyimages170619460jpgwidth1024height683mime_typeimagejpegsource_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpgimage_metaaperture0creditgetti - 1
imagescameracaptionclass - 1
watercreated_timestamp0copyrightfentinofocal_length0iso0shutter_speed0titlewhit - 1
waterorientation0keywordssparsedebtno - 1
peopleflo - 1
watercopi - 1
spacebankingon - 1
afilesize3843458source_urlhttpstechcrunchcomwpcontentuploads201901gettyimages170619460jpg_linksselfhrefhttpstechcrunchcomwpjsonwpv2media1770087collectionhrefhttpstechcrunchcomwpjsonwpv2mediaabouthrefhttpstechcrunchcomwpjsonwpv2typesattachmentrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1770087authorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users15408904wptermid576737633linkhttpstechcrunchcomextracrunchnameextra - 1
crunchslugextracrunchtaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576737633collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576737633hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576737633hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576737633curiesnamewphrefhttpsapiworgreltemplatedtrueid60523764linkhttpstechcrunchcomfundingsexitsnamefund - 1
exitsslugfundingsexitstaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories60523764collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories60523764hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories60523764hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories60523764curiesnamewphrefhttpsapiworgreltemplatedtrueid576754162linkhttpstechcrunchcomextracrunchmarketanalysisnamemarket - 1
analysisslugmarketanalysistaxonomycategoryparent576737633rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576754162collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategoryupembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categories576737633wppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576754162hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576754162hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576754162curiesnamewphrefhttpsapiworgreltemplatedtrueid20429linkhttpstechcrunchcomstartupsnamestartupsslugstartupstaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories20429collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories20429hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories20429hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories20429curiesnamewphrefhttpsapiworgreltemplatedtrueid17396linkhttpstechcrunchcomtcnametcslugtctaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories17396collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories17396hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories17396hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories17396curiesnamewphrefhttpsapiworgreltemplatedtrueid19239773linkhttpstechcrunchcomtagairbnbnameairbnbslugairbnbtaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags19239773collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags19239773hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags19239773hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags19239773hrefhttpstechcrunchcomwpjsonwpv2tc_videotags19239773curiesnamewphrefhttpsapiworgreltemplatedtrueid48300linkhttpstechcrunchcomtagbirdnamebirdslugbirdtaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags48300collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags48300hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags48300hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags48300hrefhttpstechcrunchcomwpjsonwpv2tc_videotags48300curiesnamewphrefhttpsapiworgreltemplatedtrueid366759843linkhttpstechcrunchcomtagcohesitynamecohesityslugcohesitytaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags366759843collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags366759843hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags366759843hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags366759843hrefhttpstechcrunchcomwpjsonwpv2tc_videotags366759843curiesnamewphrefhttpsapiworgreltemplatedtrueid576597492linkhttpstechcrunchcomtagdarakhosrowshahinamedara - 1
khosrowshahislugdarakhosrowshahitaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576597492collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576597492hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576597492hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576597492hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576597492curiesnamewphrefhttpsapiworgreltemplatedtrueid234932110linkhttpstechcrunchcomtagdeliveroonamedeliverooslugdeliverootaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags234932110collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags234932110hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags234932110hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags234932110hrefhttpstechcrunchcomwpjsonwpv2tc_videotags234932110curiesnamewphrefhttpsapiworgreltemplatedtrueid40420221linkhttpstechcrunchcomtaggetaroundnamegetaroundsluggetaroundtaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags40420221collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags40420221hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags40420221hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags40420221hrefhttpstechcrunchcomwpjsonwpv2tc_videotags40420221curiesnamewphrefhttpsapiworgreltemplatedtrueid78149979linkhttpstechcrunchcomtaggocardlessnamegocardlesssluggocardlesstaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags78149979collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags78149979hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags78149979hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags78149979hrefhttpstechcrunchcomwpjsonwpv2tc_videotags78149979curiesnamewphrefhttpsapiworgreltemplatedtrueid576604436linkhttpstechcrunchcomtaglimenamelimesluglimetaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags576604436collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags576604436hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags576604436hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags576604436hrefhttpstechcrunchcomwpjsonwpv2tc_videotags576604436curiesnamewphrefhttpsapiworgreltemplatedtrueid1022121linkhttpstechcrunchcomtaglyftnamelyftsluglyfttaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags1022121collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags1022121hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags1022121hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags1022121hrefhttpstechcrunchcomwpjsonwpv2tc_videotags1022121curiesnamewphrefhttpsapiworgreltemplatedtrueid134650847linkhttpstechcrunchcomtagmagicleapnamemag - 1
leapslugmagicleaptaxonomypost_tag_linksselfhrefhttpstechcrunchcomwpjsonwpv2tags134650847collectionhrefhttpstechcrunchcomwpjsonwpv2tagsabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiespost_tagwppost_typehrefhttpstechcrunchcomwpjsonwpv2poststags134650847hrefhttpstechcrunchcomwpjsonwpv2battlefieldcompaniestags134650847hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerytags134650847hrefhttpstechcrunchcomwpjsonwpv2tc_videotags134650847curiesnamewphrefhttpsapiworgreltemplatedtrueid1983608date20200505t061526date_gmt20200505t131526guidrenderedhttpstechcrunchcomp1983608modified20200505t142436modified_gmt20200505t212436slug7vcsdiscusshowcovid19ischangingthemediastartuplandscapestatuspublishtypepostlinkhttpstechcrunchcom202005057vcsdiscusshowcovid19ischangingthemediastartuplandscapetitlerendered7 - 1
landscapecontentrenderedp - 1
classfeatured__spanfirstwordsth - 1
hasspan - 1
survey - 2
capitalist - 4
hrefhttpstechcrunchcom20190506wheretopvcsareinvestinginmediaentertainmentgamingth - 1
gamingapnpsinc - 1
physic - 2
plenti - 3
homeat - 2
spend - 1
monet - 1
attentionpnpso - 1
check - 1
varieti - 1
landscap - 1
give - 2
companiespnpnot - 1
paraphras - 1
betaworks8217 - 1
matt - 1
hartman - 2
emmediaem - 1
whose - 1
revolv - 1
entertainedpnphere8217 - 1
surveyedpnulnlikevin - 1
zhang - 2
upfront - 2
ventureslinlipu00e4rju00f6rgen - 1
pj - 1
pu00e4rson - 1
northzonelinlivasu - 1
kulkarni - 1
courtsid - 1
ventureslinlimg - 1
siegler - 1
gvlinlijana - 1
messerschmidt - 1
lightspe - 1
partnerslinlimatthew - 1
betawork - 1
ventureslinligigi - 1
levyweiss - 1
nfxlinulnpth - 1
consensusy - 1
recov - 1
format - 4
modelsand - 1
esportspnpy - 1
read - 1
lightli - 1
edit - 1
belowpnh2kevin - 1
venturesh2npstrongwhat - 1
perspectivestrongpnpl - 1
interact - 3
especi - 1
shorter - 1
form - 1
evid - 1
shelterinplacewhat - 1
broader - 2
asia - 1
translat - 1
explos - 1
success - 3
westa - 1
celebr - 1
lack - 2
hamper - 1
longterm - 1
doesn8217t - 2
qualitypnpmodern - 1
op - 1
formatsgam - 1
hrefhttpstechcrunchcom20200424fortnitehostedapsychedelictravisscottconcertand123mpeoplewatchedth - 1
travi - 1
scott - 1
concert - 1
fortnitea - 1
unreal - 1
15minut - 1
prerend - 1
took - 1
surfac - 1
possiblepnpon - 1
telli - 1
liveact - 1
anoth - 2
render - 1
talent - 1
innov - 1
formatspnpspeak - 1
multiplay - 2
exponenti - 1
unpack - 1
popular - 1
titl - 1
favorit - 1
anim - 1
cross - 1
classic - 1
warcraft - 1
indi - 1
kingthey - 1
cooper - 2
loop - 1
designi8217d - 1
love - 1
overal - 1
divers - 1
pure - 1
competit - 1
onesdiv - 1
classextracrunchoffercontainerdivprotectedfalseexcerptrenderedpth - 1
gamingsinc - 1
hellippnprotectedfalseauthor31035538featured_media1752709comment_statusopenping_statusclosedstickyfalsetemplateformatstandardmetaoutcomestatuscrunchbase_tag0amp_statusrelegenceentitiesrelegencesubjectscategories5766810865767376335766029785767504155767541623290262042935394854tags576596952576734528576744251576740177446893451935716576749223662809557664947075378751576649596178729106crunchbase_tag576666374tc_stories_taxtc_eventjetpack_featured_media_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngshortlinkhttpstcrnch2wrboudrapiddataptpctfeaturedtruesubtitleit - 1
stop - 1
revenuefundingroundfalseseotitleseodescriptionpremiumcontenttruepremiumcutoffpercent012tc_cb_mappingslugupfrontventurescb_nameupfront - 1
venturescb_slugupfrontventuresorganizationcb_linkhttpscrunchbasecomorganizationupfrontventuresslugparjorgenparsoncb_nameparjorgen - 1
parsoncb_slugprjrgenprsonpersoncb_linkhttpscrunchbasecompersonprjrgenprsonslugnorthzonecb_namenorthzonecb_slugnorthzoneventuresorganizationcb_linkhttpscrunchbasecomorganizationnorthzoneventuresslugcourtsideventurescb_namecourtsid - 1
venturescb_slugcourtsideventuresorganizationcb_linkhttpscrunchbasecomorganizationcourtsideventuresslugmgsieglercb_namemgsieglercb_slugmgsieglerpersoncb_linkhttpscrunchbasecompersonmgsieglersluggvcb_namegvcb_sluggoogleventuresorganizationcb_linkhttpscrunchbasecomorganizationgoogleventuressluglightspeedventurepartnerscb_namelightspe - 1
partnerscb_sluglightspeedventurepartnersorganizationcb_linkhttpscrunchbasecomorganizationlightspeedventurepartnersslugmatthewhartmancb_namematthew - 1
hartmancb_slugmatthewhartmanpersoncb_linkhttpscrunchbasecompersonmatthewhartmanslugbetaworksventurescb_namebetawork - 1
venturescb_slugbetaworksventuresorganizationcb_linkhttpscrunchbasecomorganizationbetaworksventuresslugnfxcb_namenfxcb_slugnfxcapitalorganizationcb_linkhttpscrunchbasecomorganizationnfxcapitalassociatedeventnulleventnullauthors31035538hidefeaturedimagefalse_linksselfhrefhttpstechcrunchcomwpjsonwpv2posts1983608collectionhrefhttpstechcrunchcomwpjsonwpv2postsabouthrefhttpstechcrunchcomwpjsonwpv2typespostrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1983608versionhistorycount9hrefhttpstechcrunchcomwpjsonwpv2posts1983608revisionspredecessorversionid1983716hrefhttpstechcrunchcomwpjsonwpv2posts1983608revisions1983716authorsembeddabletruehrefhttpstechcrunchcomwpjsontcv1users31035538httpstechcrunchcomedithrefhttpstechcrunchcomwpadminpostphppost1983608actioneditauthorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users31035538wpfeaturedmediaembeddabletruehrefhttpstechcrunchcomwpjsonwpv2media1752709wpattachmenthrefhttpstechcrunchcomwpjsonwpv2mediaparent1983608wptermtaxonomycategoryembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categoriespost1983608taxonomypost_tagembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tagspost1983608taxonomy_tc_cb_tag_taxonomyembeddabletruehrefhttpstechcrunchcomwpjsonwpv2crunchbase_tagpost1983608taxonomytc_stories_taxembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_stories_taxpost1983608taxonomytc_eventembeddabletruehrefhttpstechcrunchcomwpjsonwpv2tc_eventpost1983608curiesnamewphrefhttpsapiworgreltemplatedtrue_embeddedauthorsid31035538nameanthoni - 1
citypcbavatarhttpscrunchbaseproductionrescloudinarycomimageuploadvlqk5j1ukg37id0pflaytwitteranthonyha_linksselfhrefhttpstechcrunchcomwpjsontcv1users31035538collectionhrefhttpstechcrunchcomwpjsontcv1userswpfeaturedmediaid1752709date20181129t102222slugstreamingtvtypeattachmentlinkhttpstechcrunchcom20181129nielsenamericansarestreaming8billionhoursofcontentpermonthonconnectedtvsstreamingtvtitlerenderedstreamingtvauthor24893112licensesource_keyothersourcetechcrunchpersonbryc - 1
durbinauthors24893112captionrenderedpimag - 1
bryce - 1
durbintechcrunchpnalt_textstream - 1
tv - 1
illustrationmedia_typeimagemime_typeimagepngmedia_detailswidth3200height1700file201811streamingtvpngsizesthumbnailfilestreamingtvpngresize15080width150height80mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw150mediumfilestreamingtvpngresize300159width300height159mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw300medium_largefilestreamingtvpngresize768408width768height408mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw1024largefilestreamingtvpngresize680361width680height361mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw6801536x1536filestreamingtvpngresize1536816width1536height816mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw15362048x2048filestreamingtvpngresize20481088width2048height1088mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw2048guestauthor32filestreamingtvpngresize3232width32height32mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw32h32crop1guestauthor50filestreamingtvpngresize5050width50height50mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw50h50crop1guestauthor64filestreamingtvpngresize6464width64height64mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw64h64crop1guestauthor96filestreamingtvpngresize9696width96height96mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw96h96crop1guestauthor128filestreamingtvpngresize128128width128height128mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw128h128crop1conciergethumbfilestreamingtvpngresize5027width50height27mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngw50fullfilestreamingtvpngwidth1024height544mime_typeimagepngsource_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpngimage_metaaperture0creditcameracaptioncreated_timestamp0copyrightfocal_length0iso0shutter_speed0titleorientation0keywordsfilesize432756source_urlhttpstechcrunchcomwpcontentuploads201811streamingtvpng_linksselfhrefhttpstechcrunchcomwpjsonwpv2media1752709collectionhrefhttpstechcrunchcomwpjsonwpv2mediaabouthrefhttpstechcrunchcomwpjsonwpv2typesattachmentrepliesembeddabletruehrefhttpstechcrunchcomwpjsonwpv2commentspost1752709authorembeddabletruehrefhttpstechcrunchcomwpjsontcv1users24893112wptermid576681086linkhttpstechcrunchcomeventsnameeventsslugeventstaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576681086collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576681086hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576681086hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576681086curiesnamewphrefhttpsapiworgreltemplatedtrueid576737633linkhttpstechcrunchcomextracrunchnameextra - 1
crunchslugextracrunchtaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576737633collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576737633hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576737633hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576737633curiesnamewphrefhttpsapiworgreltemplatedtrueid576602978linkhttpstechcrunchcomfundingnamefundingslugfundingtaxonomycategoryparent0rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576602978collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategorywppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576602978hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576602978hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576602978curiesnamewphrefhttpsapiworgreltemplatedtrueid576750415linkhttpstechcrunchcomextracrunchinvestorsurveysnameinvestor - 1
surveyssluginvestorsurveystaxonomycategoryparent576737633rapiddataptpctsubmenu_categories_linksselfhrefhttpstechcrunchcomwpjsonwpv2categories576750415collectionhrefhttpstechcrunchcomwpjsonwpv2categoriesabouthrefhttpstechcrunchcomwpjsonwpv2taxonomiescategoryupembeddabletruehrefhttpstechcrunchcomwpjsonwpv2categories576737633wppost_typehrefhttpstechcrunchcomwpjsonwpv2postscategories576750415hrefhttpstechcrunchcomwpjsonwpv2tcmediagallerycategories576750415hrefhttpstechcrunchcomwpjsonwpv2tc_videocategories576750415curiesnamewphrefhttpsapiworgreltemplatedtrueid576754162linkhttpstechcrunchcomextracrunchmarketanalysisnamemarket - 1
